id,title,url,is_paid,price,duration,level,subject,source
932,Do Your Own Accounts,https://www.udemy.com/doyourownaccounts/,TRUE,35,1.5,All Levels,Business Finance,Udemy
933,CFA Level 1 - Derivatives,https://www.udemy.com/cfa-exam/,TRUE,30,4,All Levels,Business Finance,Udemy
934,Accounting for everyone! ,https://www.udemy.com/accounting-for-everyone/,TRUE,35,1,Beginner,Business Finance,Udemy
935,Stock Fundamental Analysis with Excel,https://www.udemy.com/stock-fundamental-analysis-with-excel/,TRUE,50,10,All Levels,Business Finance,Udemy
936,Financial Accounting For Beginners,https://www.udemy.com/financial-accounting-for-beginners/,TRUE,60,1.5,All Levels,Business Finance,Udemy
937,Trading: How Transformative Learning Drives Expertise,https://www.udemy.com/trading-how-transformative-learning-drives-expertise/,TRUE,30,1,All Levels,Business Finance,Udemy
938,Manual Bookkeeping,https://www.udemy.com/manual-bookkeeping/,TRUE,20,2.5,Intermediate,Business Finance,Udemy
939,Numeracy skills in business and everyday life:Think and Deal,https://www.udemy.com/numeracy-skills-in-business-and-everyday-life-think-and-deal/,TRUE,20,0.633333333,Beginner,Business Finance,Udemy
940,Financial Modelling in Excel Step by Step,https://www.udemy.com/financial-modelling-course-using-excel/,TRUE,20,1.5,Intermediate,Business Finance,Udemy
941,Straight From Business School: Create Financial Statements,https://www.udemy.com/straight-from-business-school-create-financial-statements/,TRUE,20,1,Beginner,Business Finance,Udemy
942,How To Pay Less Tax (UK version),https://www.udemy.com/paylesstax/,TRUE,50,0.516666667,All Levels,Business Finance,Udemy
943,Interpreting financial statements,https://www.udemy.com/financial-statements-focused-on-cash-flows/,FALSE,0,2,All Levels,Business Finance,Udemy
944,Forex trading with binary options,https://www.udemy.com/forex-trading-with-binary-options/,TRUE,25,3,All Levels,Business Finance,Udemy
945,Triple P Trading Course,https://www.udemy.com/triple-p-trading-course/,TRUE,20,3,All Levels,Business Finance,Udemy
946,Cost Accounting - A Comprehensive Study,https://www.udemy.com/cost-accounting-a-comprehensive-study/,TRUE,180,29.5,All Levels,Business Finance,Udemy
947,How to become a successful day trader,https://www.udemy.com/a-successful-day-trader/,TRUE,95,2.5,All Levels,Business Finance,Udemy
948,Essentials of Finance and Investment in 2 hours,https://www.udemy.com/finance-hien-minh-luu/,TRUE,20,2,Beginner,Business Finance,Udemy
949,Public Speaking: You Can Give Great Financial Presentations,https://www.udemy.com/how-to-give-financial-presentations/,TRUE,20,6.5,All Levels,Business Finance,Udemy
950,Professional Trading - Consistent Profits with Low Risk!,https://www.udemy.com/professional-trading-consistent-profits-with-low-risk/,TRUE,20,1,All Levels,Business Finance,Udemy
951,Trading for winning,https://www.udemy.com/charting-for-beginners-for-dummies-newbies-technical-analysis/,TRUE,200,2,All Levels,Business Finance,Udemy
952,Succeed in Stocks Even if you Don't Know Where to Start,https://www.udemy.com/succeed-in-stocks-even-if-you-dont-know-where-to-start/,FALSE,0,1,Beginner,Business Finance,Udemy
953,Options Basics & Trading With Small Capital! - Level 1,https://www.udemy.com/options-basics-trading-with-small-capital/,TRUE,30,2,Beginner,Business Finance,Udemy
954,Forex trading Basic to advance Professional Level course,https://www.udemy.com/forex-trading-basic-to-advance-professional-level-course/,TRUE,20,2.5,All Levels,Business Finance,Udemy
955,Day Trading in Stocks: Strategies for Beginner Investors,https://www.udemy.com/day-trading-in-stocks-strategies-for-beginner-investors/,TRUE,50,2,All Levels,Business Finance,Udemy
956,Learn to Trade Forex Big U-Turn Trade,https://www.udemy.com/learn-to-trade-forex-big-u-turn-trade/,TRUE,50,1,Beginner,Business Finance,Udemy
957,"Technical Analysis Primer for trading Stocks, Bonds & Forex",https://www.udemy.com/technical-analysis-made-easy/,TRUE,50,3,Beginner,Business Finance,Udemy
958,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,https://www.udemy.com/diy-reduce-unpaid-federal-tax-thru-irs-offer-in-compromise/,TRUE,20,1,All Levels,Business Finance,Udemy
959,Stock Trading with this Strategy,https://www.udemy.com/stock-trading-with-this-strategy/,TRUE,50,1,All Levels,Business Finance,Udemy
960,The Psychology of Trading,https://www.udemy.com/the-psychology-of-trading/,TRUE,20,1,All Levels,Business Finance,Udemy
961,Professional Forex Strategy+2 weeks for FREE trading alerts,https://www.udemy.com/forex-candlesticks-strategy/,TRUE,95,1,All Levels,Business Finance,Udemy
962,Stock Trading Essentials for Day Traders,https://www.udemy.com/stock-trading-essentials-for-day-traders/,TRUE,100,1,All Levels,Business Finance,Udemy
963,Basics of Finance and Budgeting,https://www.udemy.com/basics-of-finance-and-budgeting/,TRUE,20,6,Beginner,Business Finance,Udemy
964,Portfolio Management CFA L1 2016,https://www.udemy.com/portfolio-management-cfa-l1/,TRUE,20,5,All Levels,Business Finance,Udemy
965,"Trade Stocks, Forex & Financial Markets like a Professional",https://www.udemy.com/stock-and-forex-trading-strategy-course/,TRUE,20,3,All Levels,Business Finance,Udemy
966,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,https://www.udemy.com/university-of-puerto-rico-mba-student-act-20-act-22-course/,FALSE,0,2,All Levels,Business Finance,Udemy
967,The Smart Option Trader,https://www.udemy.com/the-smart-option-trader/,TRUE,45,13,All Levels,Business Finance,Udemy
968,Beginners Chart Patterns Trading for Penny Stocks,https://www.udemy.com/beginners-chart-patterns-for-penny-stocks-part-2/,TRUE,200,1.5,Beginner,Business Finance,Udemy
969,Financial Statements: Learn Accounting. Unlock the Numbers.,https://www.udemy.com/learn-accounting-unlock-the-numbers/,TRUE,40,3,Beginner,Business Finance,Udemy
970,CFA® Level 1 2014 – Alternative Investments,https://www.udemy.com/cfa-level-1-2014-alternative-investments/,TRUE,30,2,All Levels,Business Finance,Udemy
971,Interest Rate Swaps,https://www.udemy.com/interest-rate-swaps/,TRUE,50,3.5,All Levels,Business Finance,Udemy
972,Financial Modelling for entrepreneurs,https://www.udemy.com/financial-modelling-for-entrepreneurs/,TRUE,20,1,All Levels,Business Finance,Udemy
973,Economics - CFA Level 1 - 2014,https://www.udemy.com/economics-cfa-level-1-2014/,TRUE,20,4,Beginner,Business Finance,Udemy
974,Bookkeeping Made Simple,https://www.udemy.com/bookkeeping-made-simple/,TRUE,40,2.5,All Levels,Business Finance,Udemy
975,What is Bitcoin,https://www.udemy.com/what-is-bitcoin/,TRUE,20,5,All Levels,Business Finance,Udemy
976,Accounting for CA CPT Exams Part I,https://www.udemy.com/inventory-valuation/,TRUE,50,13.5,All Levels,Business Finance,Udemy
977,Raising Capital for Your Business,https://www.udemy.com/raising-capital-for-your-business/,TRUE,50,2.5,All Levels,Business Finance,Udemy
978,"Silver, Gold, and Inflation",https://www.udemy.com/got-gold-get-gold-inflation/,FALSE,0,1,Beginner,Business Finance,Udemy
979,Accounting Concepts For Technocrats,https://www.udemy.com/accounting-concepts-for-technocrats/,TRUE,20,2.5,Beginner,Business Finance,Udemy
980,Beginner Financial Analysis: Invest Like Warren Buffett,https://www.udemy.com/beginner-financial-analysis-invest-like-warren-buffett/,TRUE,50,0.683333333,Beginner,Business Finance,Udemy
981,Advance Technical Analysis,https://www.udemy.com/advance-technical-analysis/,TRUE,50,3.5,Advanced,Business Finance,Udemy
982,The Everyday Investor: Building Wealth with Venture Capital,https://www.udemy.com/the-everyday-investor/,TRUE,20,2.5,Intermediate,Business Finance,Udemy
983,QuickBooks Online : Inventory Management For Non-Finance,https://www.udemy.com/quickbooks-online-inventory-management-for-non-finance/,TRUE,35,0.666666667,All Levels,Business Finance,Udemy
984,Law Matters,https://www.udemy.com/law-matters/,TRUE,20,0.45,Beginner,Business Finance,Udemy
985,Learn to Trade for Profit: Finding Winning Stocks - Chinese,https://www.udemy.com/trade-for-profit-how-to-find-and-trade-stocks-successfully-chinese/,TRUE,95,3,All Levels,Business Finance,Udemy
986,Financial Accounting Part 2 - Passing The Class,https://www.udemy.com/financial-accounting-part-2-passing-the-class/,TRUE,20,4.5,Beginner,Business Finance,Udemy
987,Simple Options Trading System,https://www.udemy.com/safe-and-easy-options-trading/,TRUE,35,1.5,Intermediate,Business Finance,Udemy
988,Investments and Financial Markets,https://www.udemy.com/investments-and-financial-markets/,TRUE,40,1.5,Beginner,Business Finance,Udemy
989,Legal Accounting,https://www.udemy.com/solicitors-accounts/,TRUE,110,4,All Levels,Business Finance,Udemy
990,"Term Loan Appraisal for bankers, credit analysts",https://www.udemy.com/term-loan-appraisal-for-bankers-credit-analysts/,TRUE,20,6.5,Beginner,Business Finance,Udemy
991,Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,https://www.udemy.com/an-entrepreneurs-guide-to-small-biz-bookkeeping/,TRUE,20,5.5,Beginner,Business Finance,Udemy
992,Trade Show Samurai,https://www.udemy.com/trade-show-displays/,TRUE,95,0.516666667,All Levels,Business Finance,Udemy
993,Forex Harmonic Trading- With Multiple Forex Chart Examples,https://www.udemy.com/forex-harmonic-trading-with-multiple-examples/,TRUE,135,2.5,All Levels,Business Finance,Udemy
994,The Cost of Capital: The Key To Attract Venture Capitalists,https://www.udemy.com/the-cost-of-capital-and-the-evaluation-of-ideas/,TRUE,50,0.683333333,All Levels,Business Finance,Udemy
995,Accounting for School Students,https://www.udemy.com/cash-books-in-accountancy/,TRUE,30,1.5,All Levels,Business Finance,Udemy
996,Learn To Trade The Forex Naked Price Action Acapulco Trade,https://www.udemy.com/forex-naked-price-action-acapulco-trade/,TRUE,70,1,Intermediate,Business Finance,Udemy
997,Certificate in MYOB AccountRight Premier 2017 Course,https://www.udemy.com/certificate-in-myob-accountright-premier-2016-valued-1250/,TRUE,200,3,All Levels,Business Finance,Udemy
998,Master The Psychology of Forex & Binary Options Trading,https://www.udemy.com/master-the-psychology-of-forex-binary-options-trading/,TRUE,20,1,Intermediate,Business Finance,Udemy
999,Learn to Pick the Right Stock Broker Account,https://www.udemy.com/learn-to-pick-the-right-stock-broker-account/,TRUE,40,0.566666667,Beginner,Business Finance,Udemy
1000,Profit During Crashing Markets: A Step-by-Step Guide,https://www.udemy.com/profit-during-crashing-markets-a-step-by-step-guide/,TRUE,195,1,All Levels,Business Finance,Udemy
1001,Introduction to Futures & Options,https://www.udemy.com/introduction-to-futures-options/,TRUE,50,4.5,All Levels,Business Finance,Udemy
1002,Learn To Invest In 7 Steps,https://www.udemy.com/learn-to-invest/,TRUE,50,3,Beginner,Business Finance,Udemy
1003,Sell like a Pro: Insider Secrets of Successful Selling!,https://www.udemy.com/sell-like-a-pro-inside-secrets-of-successful-selling-y/,TRUE,115,2.5,All Levels,Business Finance,Udemy
1004,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,https://www.udemy.com/3-little-pigs-a-multiple-timeframe-forex-trading-strategy/,TRUE,20,1.5,All Levels,Business Finance,Udemy
1005,6. Annuities Due and Deferred,https://www.udemy.com/annuities-due-and-deferred/,TRUE,20,1.5,All Levels,Business Finance,Udemy
1006,CFA® Level 1 2014 – Quantitative Methods,https://www.udemy.com/cfa-level-1-2014-quantitative-methods/,TRUE,50,5,All Levels,Business Finance,Udemy
1007,IFRIC 13-Customer Loyalty Programmes (Revenue),https://www.udemy.com/ifric-13-customer-loyalty-programmes-revenue/,FALSE,0,0.6,All Levels,Business Finance,Udemy
1008,FOREX Currency Trading For Beginners,https://www.udemy.com/forex-currency-trading-for-beginners/,TRUE,25,4,Beginner,Business Finance,Udemy
1009,Basic Technical Analysis,https://www.udemy.com/basic-technical-analysis/,TRUE,50,2.5,Beginner,Business Finance,Udemy
1010,Forex:Trade Management & Psychology,https://www.udemy.com/forexmoney-management-psychology/,TRUE,150,2,Intermediate,Business Finance,Udemy
1011,"Working Capital assessment for bankers, credit analysts",https://www.udemy.com/working-capital-assessment-for-bankers-credit-analysts/,TRUE,20,7,Beginner,Business Finance,Udemy
1012,"CFA Level I Workshop 6: Alternatives, PM and Economics ",https://www.udemy.com/cfa-workshop-6/,TRUE,20,1,All Levels,Business Finance,Udemy
1013,CFA Level I Workshop 3: Financial Reporting & Analysis II,https://www.udemy.com/cfa-workshop-3/,TRUE,20,1,All Levels,Business Finance,Udemy
1014,How to trade in the Forex market,https://www.udemy.com/forex-market/,TRUE,200,2.5,Intermediate,Business Finance,Udemy
1015,Bookkeeping Practicals with Software,https://www.udemy.com/bookkeeping-practical-with-software/,TRUE,35,31.5,Intermediate,Business Finance,Udemy
1016,8 Steps To Achieve Financial Freedom And Escape Debt,https://www.udemy.com/achieve-financial-freedom-and-escape-debt/,TRUE,40,5.5,Beginner,Business Finance,Udemy
1017,Trading Basics in 30 minutes,https://www.udemy.com/trading-basics-in-30-minutes/,TRUE,50,0.533333333,Beginner,Business Finance,Udemy
1018,Technical Charting,https://www.udemy.com/technical-charting/,TRUE,20,1,Intermediate,Business Finance,Udemy
1019,Profits Turbo,https://www.udemy.com/profits-turbo/,TRUE,20,5.5,Intermediate,Business Finance,Udemy
1020,Nest Egg Investing,https://www.udemy.com/nest-egg-secrets/,TRUE,45,2,Beginner,Business Finance,Udemy
1021,Economics for beginners - Various Concepts,https://www.udemy.com/economics-forms-of-market-and-perfect-competition/,TRUE,25,2.5,Beginner,Business Finance,Udemy
1022,Investing in Stocks & Shares,https://www.udemy.com/making-money-from-stocks-shares/,TRUE,20,2,Beginner,Business Finance,Udemy
1023,Learn Financial Modeling from Scratch - Part 2,https://www.udemy.com/learn-financial-modeling-part-2/,TRUE,50,3.5,All Levels,Business Finance,Udemy
1024,Learn Financial Modeling from Scratch - Part 3,https://www.udemy.com/learn-financial-modeling-part-3/,TRUE,50,2,All Levels,Business Finance,Udemy
1025,A Practical Guide to Wealth Creation,https://www.udemy.com/wealth-creation/,TRUE,35,1,All Levels,Business Finance,Udemy
1026,"'Geometry Of Chance strategy of defeating the roulette.""",https://www.udemy.com/geometry-of-chance-strategy-of-defeating-the-roulette/,TRUE,30,1.5,Intermediate,Business Finance,Udemy
1027,Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,https://www.udemy.com/aprender-programar-mql4-forex/,TRUE,170,6.5,All Levels,Business Finance,Udemy
1028,MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,https://www.udemy.com/mql4-bootcamp-tutorial-trading-robot-coding-in-metatrader4/,TRUE,20,1,Beginner,Business Finance,Udemy
1029,Introducción a la contabilidad,https://www.udemy.com/contabilidad-en-una-hora/,TRUE,20,1,Beginner,Business Finance,Udemy
1030,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,https://www.udemy.com/einnahmen-aus-udemy-kursen-als-dozent-korrekt-versteuern/,TRUE,30,1,Beginner,Business Finance,Udemy
1031,Contabilidad Gubernamental en México,https://www.udemy.com/contabilidad-gubernamental/,TRUE,30,3.5,All Levels,Business Finance,Udemy
1032,株式投資に必要なスキルの学習手順を学ぶ,https://www.udemy.com/jun-sakai-trading-course1/,TRUE,20,2,Beginner,Business Finance,Udemy
1033,Formação de preços em serviços,https://www.udemy.com/formacao-de-precos-em-servicos/,TRUE,35,2,Intermediate,Business Finance,Udemy
1034,"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",https://www.udemy.com/optionen-kompass-ihr-navi-fur-konstanten-borsenerfolg/,TRUE,195,5,All Levels,Business Finance,Udemy
1035,Торговля дельта-нейтральными стренглами,https://www.udemy.com/strangles/,TRUE,150,1.5,All Levels,Business Finance,Udemy
1036,Guía práctica para comprar acciones en la Bolsa de USA,https://www.udemy.com/guia-practica-para-comprar-acciones-en-la-bolsa-de-usa/,FALSE,0,4.5,Intermediate,Business Finance,Udemy
